Oh . Yeah . Mmmm . . I'd wait on you forever and a day . Hand and foot . Your world is my world . Yeah . Ain't no way you're ever gon' get . Any less than you should . Cause baby . You smile I smile (oh) . Cause whenever . You smile I smile . Hey hey hey . . Your lips<comma> my biggest weakness . Shouldn't have let you know . I'm always gonna do what they say (hey) . If you need me . I'll come running . From a thousand miles away . When you smile I smile (oh whoa) . You smile I smile . Hey . . Baby take my open heart and all it offers . Cause this is as unconditional as it'll ever get . You ain't seen nothing yet . I won't ever hesitate to give you more . Cause baby (hey) . You smile I smile (whoa) . . You smile I smile . Hey hey hey . You smile I smile . I smile I smile I smile . You smile I smile . Make me smile baby . . Baby you won't ever work for nothing . You are my ins and my means now . With you there's no in between . I'm all in . Cause my cards are on the table . And I'm willing and I'm able . But I fold to your wish . Cause it's my command . Hey hey hey . . You smile I smile (whoa) . You smile I smile . Hey hey hey . You smile I smile . I smile I smile I smile . You smile I smile . Oh . . You smile I smile . . You smile I smile,calm.
Spent my days with a woman unkind. Smoked my stuff and drank all my wine. Made up my mind to make a new start. Goin' to California with an achin' in[...]. . <i>Unfortunately<comma> we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then<comma> how about a <a href="/Special:Random" title="Special:Random">random page</a>?</i><p>[<span style="font-size:80%; line-height:100%; color:black;"><a href="/LyricWiki:Job_Exchange" title="LyricWiki:Job Exchange">I want to edit metadata</a></span>]. </p>,calm.
Why in the night sky are the lights hung? . Why is the Earth moving 'round the sun? . Floating in the vacuum with no purpose<comma> not a one . Why in the night sky are the lights hung? . . Why is life made only for to end? . Why do I do all this waiting then?. Why this frightened part of me that's fated to pretend? . Why is life made only for to end? . . In the city only for a while . Here to face the fortune and the bile . I heard you on the radio<comma> I couldn't help but smile . In the city only for a while . . Why in the night sky are the lights hung? . Why is the Earth moving 'round the sun? . Floating in the vacuum with no purpose<comma> not a one . Why in the night sky are the lights hung?,calm.
Help<comma> I have done it again. I have been here many times before. Hurt myself again today. And the worst part is there's no one else to blame. . Be my friend<comma> hold me. Wrap me up<comma> unfold me. I am small and needy. Warm me up and breathe me. . Ouch<comma> I have lost myself again. Lost myself and I am nowhere to be found. Yeah<comma> I think that I might break. Lost myself again and I feel unsafe. . Be my friend<comma> hold me. Wrap me up<comma> unfold me. I am small and needy. Warm me up and breathe me. . Be my friend<comma> hold me. Wrap me up<comma> unfold me. I am small and needy. Warm me up and breathe me,calm.
Ooooh mama mama mama<comma>. Why you don't like my man. Ooooh mama mama mama<comma>. Why can't you understand. . You say he's rough around the edges. He don't always act right. But when we're all alone. Don't you know he treats me right. . Now loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man. . Don't like the way he dresses. Or the cigarettes he smokes. Don't like the company he keeps. Or the color of his jokes. You say he ain't no good. He says he's rough and he is lazy. How can I explain. The way he drives me crazy. . Loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man. . Ooooh mama mama mama<comma>. Why you don't like my man. Ooooh mama mama mama<comma>. Why can't you understand. . Loving him could be so easy. Loving him could be so easy. But mama don't like my man. No she don't like my man,calm.
Our address was in the sky. Just a roof of woven reeds. You and I. On the highest front. Of a very tall tree. . Months and months we'd stay up high. Because all the climbing takes such time. And we'd live on the blooms carried in by the breeze. . Every night I'd promise you. We'd go down to see the friends we once knew. But every night I'd make an excuse. . And I never came down from the roof. I awoke and you had flown. Just an impression of you next to me. And the terrible sound of the clapping of leaves. . Every night I'd promise you. We'd go down to see the friends we once knew. But every night I'd make an excuse. And I never came down from the roof.,calm.
Candy says: I've come to hate my body. And all that it requires in this world. Candy says: I'd like to know completely. What all the souls discretely talk about. . I'm gonna watch the bluebirds fly. Over my shoulder. I'm gonna watch them pass me by. Maybe when I'm older. What do you think I'd see. If I could walk away from me. . Candy says: I hate the quiet places. That cause the smallest taste of what will be. Candy says: I hate the big decisions . That cause endless revisions in my mind. . I'm gonna watch the bluebirds fly. Over my shoulder. I'm gonna watch them pass me by. Maybe when I'm older . What do you think I'd see. If i could walk away from me. . Do do wah. Doo. Do do wah. Doo. Do do wah. Doo. Do do wah. Doo. Do do wah. Doo,calm.
Haven't laughed this hard in a long time. Better stop now before I start crying.. Go off to sleep in the sunshine<comma>. I Don't want to see the day when it's dying.. . She's a sight to see<comma> she's a good to me<comma>. But I'm already somebody's baby.. She's a pretty thing and she knows everything<comma>. But I'm already somebody's baby.. . You don't deserve to be lonely<comma>. But those drugs you got won't make you feel better.. Pretty soon you'll find it's the only. Little part of your life you're keeping together.. . I'd be nice to you<comma> if I could make it through. But you're already somebody's baby.. I could make you smile if you stayed a while. But how long will you stay with me baby?. . Because your candle burns too bright. I almost forgot it was twilight.. Even if I think that you are right. Well<comma> I'm tired of being down<comma> I got no fight.. . You're wonderful<comma> and it's beautiful<comma>. But I'm already somebody's baby.. And if I went with you I'd disappoint you too.. I'm already somebody's baby.. . Already somebody's baby.,calm.
So I'm waiting for this test to end<comma>. so these lighter days can soon begin;. I'll be alone<comma> but maybe more carefree<comma>. Like a kite that floats so effortlessly;. . I was afraid to be alone<comma>. but now I'm scared that's how I like to be;. All these faces run the same<comma>. how can there be so many personalities?. . So many lifeless<comma> empty hands<comma>. so many hearts in great demand;. and now my sorrow seems so far away<comma>. until I'm taken by these bolts of pain; . . But I turn them off<comma> and tuck them away<comma>. until those rainy days that make them stay;. And then I'll cry so hard to these sad songs<comma>. and the words still ring<comma> once here<comma> now gone;. . And they echo through my head everyday<comma>. and I don't think they'll ever go away;. Just like thinking of your childhood home<comma>. but we can't go back<comma> we're on our own;. . Ohh. . .. . But I'm about to give this one more shot<comma>. And find it in myself<comma> I'll find it in myself;. . So we're speeding towards that time of year<comma>. to the day that marks that you're not here;. And I think I'll want to be alone<comma>. so please understand that I don't answer the phone;. . I'll just sit and stare at my deep blue walls<comma>. until I can see nothing at all;. Only particles<comma> some fast<comma> some slow<comma>. all my eyes can see is all I know;. . Ohh. . .. . But I'm about to give this one more shot<comma>. And find it in myself<comma> I'll find it in myself;. . ( Do<comma> do<comma> do<comma> do-do-do ) (x3),calm.
Everything that’s alive grows from a tiny seed. . You know the little tomato seeds you and Nancy planted in your garden<comma> . and how they grew into nice<comma> red tomatoes?. yeah. "Laughter". look Dad. . Well like this.. . Daddy?. . Remember how I told you the hen lays an egg?. . When the baby grows up to be an old man<comma> and dies<comma>. they bury his body in the ground. . But his soul goes to heaven.. . Now look here. . Aww i'm bundled<comma>. I got on like two jackes on<comma>. two pair of pants<comma>. about three socks<comma>. a hat<comma>. I need a mask too cause it's cold.. Real cold.,calm.
