I'm on a roll. I'm on a roll this time. I feel my luck could change. . Kill me Sarah. Kill me again with love. It's gonna be a glorious day. . Pull me out of the air crash. Pull me out of the lake. 'Cause I'm your superhero. We are standing on the edge. . Glorious day. Glorious day. . Pull me out of the air crash. Pull me out of the lake. 'Cause I'm your superhero. We are standing on the edge. . We are standing on the edge,0.04796,0.029013,0.063648,-51.192686,2.444898,0.928165,0.745544,0.390918,0.444205,4.566518,0.495516,0.09937,0.618989,1.085994,0.424153,0.42675,0.221106,0.388804,0.421802,0.174981,0.040637,0.020437,0.321396,0.374306,0.398157,0.720725,0.13694,0.109617,0.054342,3.712664,0.23751,0.042331,0.037952,0.161875,0.217068,9201.03356,45.981278,60.80998,4.433932,1.350549,0.794546,0.622049,0.895166,0.114891,117.3873,5.40355,181.1251,0.97343,0.024677,0.066977,0.138979,0.00023,0.014755,8911.563,0.672213,0,0.789614,0.099333,0,0.166235,0.004089,321.4041,121954.2,0.016418,0.01243,0.012795,3.376241,-7.40882,-1.124184,1104,2.219951,1548,2609,2635,0.059629,1.156928,-1.995598,-10.86014,0.047798,0.040422,1936,0.019054,-0.000002,6.334922,-0.000002,0.408882,4.323894,-0.0255,0.663946,3.037096,0.033021,3.211334,4.16543,2936,3.41907,6.353113,2062,0.618209,0.786265,0.000026,0.000059,0.085901,0.000291,0.017057,sleepy
Winter was an island<comma> child. Some of the friends. You had been gone a while. It's a dark twisted line across. You sear into the wild. . People are looking down you say. You can feel the beat of yesterday. On the street there was a big parade. And a family of four. . Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They will haunt you for a while. From the stars and from the sheets and ground. Oh-oh-oh-oh-oh-ound. From the ground. . You drank the days away you say. Today is the same as any other day. On the street there was a big parade. And a family of four. Victorian gentlemen. . They rap on the walls. When you're trying to sleep. And there's nothing you can say. To make them go away. To make them go away. To make them go. Oh-oh-oh-oh away. . Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They'll haunt you for a while. Ghosts and lovers. They will haunt you for a while. From the stars and from the sheets and ground. From the ground. From the ground. From the ground. From the ground,0.031721,0.021808,0.032471,-52.827072,1.257511,0.721857,0.939223,0.635801,0.067628,6.240143,0.392213,0.099202,0.551365,1.047051,0.437475,0.477282,0.315489,0.35625,0.442209,0.199297,0.049528,0.008299,0.407628,0.37843,0.524992,0.740883,0.14126,0.082991,0.106208,4.213933,0.167208,0.053075,0.049633,0.153401,0.213913,8554.999763,17.212242,56.19776,3.469495,1.140379,1.125461,0.750886,0.879465,0.045603,63.49095,6.928069,93.0899,0.448922,0.019811,0.190324,0.057725,0.00019,0.001493,1959.708,1.391506,0,0.973369,0.13028,0,0.025939,0.001869,249.082,12759.49,0.011376,0.01095,0.00541,1.213284,-1.89536,-0.38259,892,3.151713,789,1818,1468,-0.134752,-4.411965,-2.516013,-3.932082,0.031838,0.030138,1133,0.005065,0.000002,4.354354,0.000006,-0.163508,4.374645,0.228253,0.757763,3.702145,0.003102,3.174663,3.475818,398,3.316566,7.250356,2939,0.891766,0.944357,0.000018,0.000016,0.14558,0.000729,0.027,sleepy
<div class='lyricsbreak'></div>,0.031721,0.021808,0.032471,-52.827072,1.257511,0.721857,0.939223,0.635801,0.067628,6.240143,0.392213,0.099202,0.551365,1.047051,0.437475,0.477282,0.315489,0.35625,0.442209,0.199297,0.049528,0.008299,0.407628,0.37843,0.524992,0.740883,0.14126,0.082991,0.106208,4.213933,0.167208,0.053075,0.049633,0.153401,0.213913,8554.999763,17.212242,56.19776,3.469495,1.140379,1.125461,0.750886,0.879465,0.045603,63.49095,6.928069,93.0899,0.448922,0.019811,0.190324,0.057725,0.00019,0.001493,1959.708,1.391506,0,0.973369,0.13028,0,0.025939,0.001869,249.082,12759.49,0.011376,0.01095,0.00541,1.213284,-1.89536,-0.38259,892,3.151713,789,1818,1468,-0.134752,-4.411965,-2.516013,-3.932082,0.031838,0.030138,1133,0.005065,0.000002,4.354354,0.000006,-0.163508,4.374645,0.228253,0.757763,3.702145,0.003102,3.174663,3.475818,398,3.316566,7.250356,2939,0.891766,0.944357,0.000018,0.000016,0.14558,0.000729,0.027,sleepy
Lay down in the tall grass. in a flat-bottom boat. Lay down and wait for you. with nothing but a piece of rope. Dreaming every night of you. Shaking at the sight. I'll be dreaming every night of you. I'll be shaking at the sight - of - you. . Will you beg for forgiveness?. Will you pray to be saved?. Will you choke your children when they spit in your face?. Dreaming every night of you. Shaking at the sight. I'll be dreaming every night of you. I'll be shaking at the sight. . I dreamt you found me out in a field. You tripped over my site. And you dug me out of this shallow grave. with your Swiss Army knife. And only you could revive me<comma> so badly decomposed. . I was bone white<comma> dry<comma> and scaly. but you still took me home. Dreaming every night of you. Shaking at the sight of you. I'll be dreaming every night of you. . And how could you be so serene?. Motivation unclear. In a late basement seance that brought us to tears. Dreaming every night of you. Shaking at the sight. Oh<comma> I'll be dreaming every night of you. I'll be shaking at the sight. . I dreamt you found me out in a field. You tripped over my site. and you dug me out of this shallow grave. with your Swiss Army knife. and only you could revive me<comma> so badly decomposed. . I was bore white<comma> dry<comma> and scaly. but you still took me home. Dreaming every night of you. Shaking at the sight of you. I'll be dreaming every night of you,0.055345,0.044527,0.126253,-58.957116,-0.312037,1.546818,2.6615,-0.149147,-0.662667,5.015999,0.474609,0.142901,0.46895,1.067687,0.526475,0.504778,1.214979,0.456954,0.440616,0.210785,0.038056,0.020035,0.244449,0.277281,0.444283,0.435706,0.119396,0.083052,0.077562,3.79996,0.197054,0.034609,0.031461,0.153665,0.21675,4010.957035,26.986367,47.75312,3.233505,1.193431,0.794203,0.623097,0.845728,0.025447,13.54842,5.802824,541.2486,0.65334,0.022621,0.22656,0.748433,0.001352,0.004749,356.28,4.304971,0,0.930093,0.106844,0,0.065063,0.003196,455.2472,119860.6,0.007484,0.00705,0.006991,1.558306,-2.752801,-0.250581,1146,-2.111125,2606,52,2875,-0.179024,-14.64456,-3.165606,6.145952,0.050985,0.066908,128,0.009454,-0.000001,6.267423,0.000007,-0.219399,6.857224,0.269865,1.527089,11.35221,-0.147059,4.351213,4.548801,1650,3.416167,10.50094,1133,1.439444,1.199807,0.000066,0.000027,0.13528,0.001024,0.031996,sleepy
<div class='lyricsbreak'></div>,0.055345,0.044527,0.126253,-58.957116,-0.312037,1.546818,2.6615,-0.149147,-0.662667,5.015999,0.474609,0.142901,0.46895,1.067687,0.526475,0.504778,1.214979,0.456954,0.440616,0.210785,0.038056,0.020035,0.244449,0.277281,0.444283,0.435706,0.119396,0.083052,0.077562,3.79996,0.197054,0.034609,0.031461,0.153665,0.21675,4010.957035,26.986367,47.75312,3.233505,1.193431,0.794203,0.623097,0.845728,0.025447,13.54842,5.802824,541.2486,0.65334,0.022621,0.22656,0.748433,0.001352,0.004749,356.28,4.304971,0,0.930093,0.106844,0,0.065063,0.003196,455.2472,119860.6,0.007484,0.00705,0.006991,1.558306,-2.752801,-0.250581,1146,-2.111125,2606,52,2875,-0.179024,-14.64456,-3.165606,6.145952,0.050985,0.066908,128,0.009454,-0.000001,6.267423,0.000007,-0.219399,6.857224,0.269865,1.527089,11.35221,-0.147059,4.351213,4.548801,1650,3.416167,10.50094,1133,1.439444,1.199807,0.000066,0.000027,0.13528,0.001024,0.031996,sleepy
I lose some sales and my boss won't be happy . But I can't stop listening to the sound . Of two soft voices rendered in perfection . From the reels of this record that I found . Every day there's a boy in the mirror . Asking me what are you doing here . Finding all my previous motives . Growing increasingly unclear . . I've travelled far and I've burned all the bridges . I believed as soon as I hit land. All the other options held before me . Will wither in the light of my plan . So I lose some sales and my boss won't be happy. But there's only one thing on my mind . Searching boxes underneath the counter . On a chance that on a tape I'd find . A song for . Someone who needs somewhere . To long for . . Homesick . Cause I no longer know . Where home is,0.061209,0.041532,0.081674,-48.537525,2.150398,1.212649,0.643488,-0.231417,-0.283262,6.334666,0.362212,0.116363,0.59081,1.05901,0.534507,0.529757,0.262109,0.40526,0.397433,0.201545,0.055052,0.027265,0.24156,0.262937,0.367963,0.39182,0.100087,0.093988,0.133986,3.505998,0.192368,0.043367,0.037417,0.156372,0.21536,11522.324379,27.35185,69.87737,4.521906,1.306716,0.823671,0.881522,0.892217,0.095474,94.46307,6.066654,294.223,1.513959,0.039129,0.105969,0.195682,0.000248,0.006317,5680.475,1.418931,0,0.943409,0.140434,0,0.053424,0.002714,441.0572,187957.2,0.025467,0.027267,0.018458,2.074507,-5.110014,0.193857,2958,0.043134,2282,279,2464,-0.155946,-4.279339,-1.072213,-7.841188,0.05784,0.069172,159,0.024607,-0.00001,4.683159,-0.000007,-0.124604,3.626351,0.131019,0.887893,5.722131,0.065372,3.841394,5.677044,388,4.50314,8.355862,2306,0.977254,0.988565,-0.000022,0.000082,0.148859,0.000665,0.025786,sleepy
I need some sleep.. I can't go on like this.. I try counting sheep<comma>. But there's one I always miss.. . Everyone says . I'm getting down too  low. Everyone says . You just gotta let it go. You just gotta let it go. You just gotta let it go. . I need some sleep. Time to put the old horse down. I'm in too deep. And the wheels keep spinnin' round. . Everyone says . I'm getting down too low. Everyone says . You just gotta let it go. You just gotta let it go. You just gotta let it go. . You just gotta let it go. You just gotta let it go. . Just gotta let it go,0.056388,0.043041,0.073226,-50.979476,1.223644,0.578041,0.129781,-0.119244,0.08681,6.650803,0.384354,0.147596,0.485527,0.918656,0.571107,0.572273,0.605893,0.419284,0.441242,0.199748,0.050309,0.019084,0.237037,0.269807,0.416121,0.696804,0.151843,0.084863,0.130735,3.961611,0.262803,0.061068,0.045614,0.150829,0.209012,8344.197119,29.127694,59.26512,3.336989,1.128257,0.608187,0.417287,0.870703,0.077867,85.22949,6.650772,285.6897,1.080652,0.025413,0.040207,0.085207,0.000476,0.005841,5360.724,0.762815,0,0.973369,0.078309,0,0.025939,0.000651,466.4191,50834.19,0.018631,0.022297,0.013175,1.625444,2.500121,-0.654764,1225,-7.739232,592,49,130,-0.410678,-0.314307,2.094883,0.971338,0.053863,0.059248,295,0.018814,0.000002,5.190449,0.000004,-0.169428,4.879375,-0.036353,0.891427,3.384347,-0.124611,3.717389,4.501894,328,4.177287,7.673123,700,0.900295,0.948849,0.000002,0.000026,0.156926,0.000821,0.028651,sleepy
As she walks in the room<comma> scented and tall. Hesitating once more. And as I take on myself and the bitterness I felt. Realize that love flows. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?. . Through the glory of life<comma> I will scatter on the floor. Disappointed and sore. And in my thoughts I have bled for the riddles I've been fed. Another line moves over. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?. . Wild white horses<comma> they will take me away. And the tenderness I feel will send the dark underneath. Will I follow?,0.055759,0.044275,0.080936,-54.151434,2.055352,0.475568,0.736856,0.444388,0.424612,7.050131,0.336032,0.128544,0.519817,0.979155,0.545464,0.471034,0.454356,0.379578,0.454658,0.201951,0.05409,0.017869,0.312854,0.360953,0.429393,0.581567,0.115297,0.077132,0.080538,4.211265,0.245911,0.04737,0.037633,0.15008,0.215616,5171.64559,8.020269,59.58588,3.806905,1.249064,0.58515,0.4321,0.873301,0.049327,42.91168,5.61071,132.0714,0.913562,0.030291,0.046501,0.027095,0.000341,0.004138,1111.445,0.779687,0,0.779627,0.106573,0,0.171923,0.004366,491.8223,92015.46,0.00829,0.008955,0.005425,4.11992,-1.45081,-1.272227,2978,-5.590516,747,1956,659,-0.122369,-5.579046,-10.21481,-4.617293,0.054367,0.056213,2878,0.009816,-0.000001,7.158008,0.000001,-0.047121,4.077494,0.089851,1.221332,5.53374,0.046323,3.638249,4.671189,846,3.488158,7.620149,291,0.845295,0.919421,0.00002,0.000059,0.144949,0.000827,0.028759,sleepy
I never meant to go. I never meant to fall but I'm only gone. I never meant to go I'm only gone inside my own. Some day I'll wake you. Some times I'll wait for myself. Some day I'll hold you through. Tonight I'm alone to go high. Tonight I'm alone to go high. Tonight I'm alone to go. In state of confusion you made an illusion. State of confusion you made an illusion. It is exciting to be away. Feeling you all inside of me. I'm standing here but I'm really gone. You see me as I go. You've been precious to me. I've been blessed in the way. But Now I'm falling I'm inside,0.054697,0.042202,0.070273,-55.36308,1.052905,0.610706,0.793863,-0.102619,0.06452,6.246637,0.393148,0.132134,0.524736,1.072282,0.530302,0.508208,0.564672,0.315,0.381898,0.162525,0.050979,0.02912,0.260659,0.447932,0.49346,1.05927,0.140541,0.157795,0.119103,4.848701,0.313227,0.051626,0.055499,0.157192,0.218515,6212.397002,24.886208,71.93905,4.419672,1.297478,0.580957,0.648124,0.867734,0.050775,53.96938,6.60891,408.3875,1.733874,0.044898,0.07096,0.377636,0.000806,0.003549,1520.829,2.253939,0,0.894807,0.087215,0,0.09419,0.002332,448.7897,226426,0.012518,0.009622,0.009286,1.51716,-2.651603,-0.678869,534,-1.959269,823,582,2883,-0.01084,-1.670523,-1.446,1.290653,0.052243,0.066528,581,0.013536,0.000013,9.103948,-0.000001,-0.342193,5.810688,0.138975,1.022324,6.893435,0.157032,4.547342,3.594329,2924,4.006973,8.425749,1280,0.945558,0.972412,-0.000169,0.000076,0.140638,0.000747,0.027324,sleepy
Watch out now<comma> take care. Beware of falling swingers. Dropping all around you. The pain that often mingles. In your fingertips. Beware of darkness. . Watch out now<comma> take care. Beware the thoughts that linger. Winding up inside your head. The hopelessness around you. In the dead of night. Beware of sadness. . It can hit you. It can hurt you. Make you sore. And what is more. That is not what. You are here for. . Watch out now<comma> take care. Beware of soft shoe shufflers. Dancing down the sidewalks. As each unconscious sufferer. Wanders aimlessly. Beware of Maya. . Watch out now<comma> take care. Beware of greedy leaders. They'll take you where you should not go. While weeping Atlas cedars. They just want to grow<comma> grow and grow. Beware of darkness,0.042448,0.026713,0.059014,-53.248292,2.250868,0.708337,1.261199,0.330565,-0.05777,6.92592,0.329067,0.091074,0.625433,1.081336,0.475682,0.476408,0.319446,0.391568,0.422272,0.191772,0.065758,0.017558,0.397241,0.337639,0.458403,0.480274,0.123009,0.095516,0.113788,4.051284,0.195674,0.065616,0.034458,0.154131,0.211359,6994.552757,27.284429,52.63709,4.016548,1.297807,0.852388,0.476392,0.88517,0.063387,77.19077,5.386122,232.9659,1.066045,0.032945,0.202192,0.163761,0.000299,0.004888,4215.099,1.237318,0,0.771638,0.074292,0,0.17633,0.003052,281.0201,56331.48,0.012393,0.014587,0.009597,1.608113,-5.743386,-0.278358,1157,5.368331,2229,1148,323,-0.2053,-6.364461,-2.034926,-0.422484,0.038765,0.046358,1152,0.013678,0.000004,6.650566,-0.000006,-0.092813,4.324078,-0.071803,0.877355,4.63548,0.186018,4.130045,3.964855,231,3.954744,7.804317,1388,0.833761,0.913106,0.000014,0.000054,0.12936,0.000827,0.02875,sleepy
